District,Scheme,Mukim,tx_count,primary,mukim_rank
Alor Gajah,A FARMOSA GOLF RESORT,Pegoh,107,True,1
Alor Gajah,BANDAR SATELIT SEBANG,Pulau Sebang,17,True,1
Alor Gajah,BDR BARU SIMPANG EMPAT,Taboh Naning,13,True,1
Alor Gajah,CAPE RECHADO,K.Linggi,1,True,1
Alor Gajah,CRYSTAL VILLA 2,Pulau Sebang,1,True,1
Alor Gajah,KG BARU MACAP UMBOO,Machap,1,True,1
Alor Gajah,KG BARU MACHAP,Machap,6,True,1
Alor Gajah,KG BARU TABOH NANING\KEMUS,Taboh Naning,1,True,1
Alor Gajah,KPG TERSUSUN MELAKA PINDAH F III,Melaka Pindah,1,True,1
Alor Gajah,MELEKEK GARDEN,Melekek,2,True,1
Alor Gajah,PECAHAN LOT 1951,Sg Baru Ulu,1,True,1
Alor Gajah,PERKAMPONGAN AIR HITAM DARAT(RAN PER),Sg Baru Ulu,1,True,1
Alor Gajah,PERKAMPONGAN BUKIT APIT,Ayer Paabas,1,True,1
Alor Gajah,PERKAMPONGAN BUKIT APIT,Masjid Tanah,1,False,2
Alor Gajah,PERKAMPONGAN SG UDANG(KPG BARU T MERAH,Sg Baru Ulu,1,True,1
Alor Gajah,PERUMAHAN KPG GANGSA,Durian Tunggal,1,True,1
Alor Gajah,PERUMAHAN PKN PULAU SEBANG,Bdr Pulau Sebang,3,True,1
Alor Gajah,PERUMAHAN POLIS DAN TENTERA,Gadek,1,True,1
Alor Gajah,PRIMA @ A'FAMOSA,Pegoh,6,True,1
Alor Gajah,PRIMA PULAU SEBANG,Pulau Sebang,1,True,1
Alor Gajah,RESIDENSI PR1MA PULAU SEBANG,Pulau Sebang,71,True,1
Alor Gajah,RESIDENSI PR1MA PULAU SEBANG,Durian Tunggal,1,False,2
Alor Gajah,RUM AWAM ALOR GAJAH,Kelemak,3,True,1
Alor Gajah,RUM AWAM BKT BERINGIN,Masjid Tanah,2,True,1
Alor Gajah,RUM AWAM DURIAN TUNGGAL,Durian Tunggal,12,True,1
Alor Gajah,RUM AWAM KEMUNING,Kemuning,7,True,1
Alor Gajah,RUM AWAM KG PULAU,Masjid Tanah,1,True,1
Alor Gajah,RUM AWAM KUALA SG BARU  (TMN AIR MOLEK),Sg Baru Ilir,2,True,1
Alor Gajah,RUM AWAM LENDU,Lendu,5,True,1
Alor Gajah,RUM AWAM LENDU F2,Lendu,10,True,1
Alor Gajah,RUM AWAM M TANAH(TMN DATO TAMBY CHIK KAR,Masjid Tanah,10,True,1
Alor Gajah,RUM AWAM PAYA DATUK F1,Kelemak,4,True,1
Alor Gajah,RUM AWAM PULAU SEBANG,Bdr Pulau Sebang,6,True,1
Alor Gajah,RUM AWAM PULAU SEBANG,Pulau Sebang,5,False,2
Alor Gajah,RUM AWAM REMBIA,Rembia,1,True,1
Alor Gajah,RUM AWAM SERI GADEK,Pdg Sebang,4,True,1
Alor Gajah,RUM AWAM SERI GADEK,Gadek,1,False,2
Alor Gajah,RUM AWAM SERI GADEK (BKT NANGKA),Pdg Sebang,6,True,1
Alor Gajah,RUM AWAM SG PETAI,Sg Petai,8,True,1
Alor Gajah,RUM AWAM SG SIPUT,Sg Siput,1,True,1
Alor Gajah,RUM AWAM SPG 4 (TMN SERI MELEKEK),Melekek,1,True,1
Alor Gajah,RUM AWAM SRI PENGKALAN,Kelemak,7,True,1
Alor Gajah,RUM AWAM TABOH NANING,Taboh Naning,11,True,1
Alor Gajah,RUM AWAM TEBONG (TMN SRI CAHAYA),Tebong,8,True,1
Alor Gajah,RUM AWAM TG DAHAN (TMN CHERRY INDAH),Sg Baru Ilir,2,True,1
Alor Gajah,TAMAN ANJUNG AYER PA'ABAS,Melekek,65,True,1
Alor Gajah,TAMAN ANJUNG SUNGAI PETAI,Sg Petai,270,True,1
Alor Gajah,TAMAN AYER HITAM DARAT,Sg Baru Tengah,8,True,1
Alor Gajah,TAMAN BIDARA DAMAI,Sg Baru Tengah,7,True,1
Alor Gajah,TAMAN CEMPAKA INDAH,Durian Tunggal,7,True,1
Alor Gajah,TAMAN DAMAI,Sg Baru Ulu,1,True,1
Alor Gajah,TAMAN INTEGRASI LENDU,Sg Petai,26,True,1
Alor Gajah,TAMAN JERAM PERMAI,Sg Baru Ilir,19,True,1
Alor Gajah,TAMAN KUALA RIA,K.Sg Baru,7,True,1
Alor Gajah,TAMAN LENDU BAKTI(RUM AWAM LENDU F2),Lendu,2,True,1
Alor Gajah,TAMAN LESUNG BATU IMPIAN,Melaka Pindah,54,True,1
Alor Gajah,TAMAN MASJID TANAH PERDANA,Masjid Tanah,114,True,1
Alor Gajah,TAMAN PEGOH DAMAI,Pegoh,67,True,1
Alor Gajah,TAMAN PERLING IMPIAN,Melekek,25,True,1
Alor Gajah,TAMAN PERMATANG BAIDURI,K.Sg Baru,31,True,1
Alor Gajah,TAMAN PERMATANG ILMU,K.Sg Baru,1,True,1
Alor Gajah,TAMAN PULAU SEBANG INDAH,Pulau Sebang,4,True,1
Alor Gajah,TAMAN REMBIA,Rembia,1,True,1
Alor Gajah,TAMAN REMBIA DAMAI,Rembia,1,True,1
Alor Gajah,TAMAN REMBIA INDAH,Sg Petai,27,True,1
Alor Gajah,TAMAN REMBIA INDAH,Rembia,1,False,2
Alor Gajah,TAMAN SCIENTEX (BUKIT TAMBUN PERDANA),Durian Tunggal,697,True,1
Alor Gajah,TAMAN SIMPANG AMPAT INDAH,Taboh Naning,5,True,1
Alor Gajah,TAMAN TAMBUN PERWIRA,Durian Tunggal,48,True,1
Alor Gajah,TAMAN UJONG PADANG LESTARI,Sg Baru Ilir,5,True,1
Alor Gajah,TMN AIR PASIR PERDANA,Machap,7,True,1
Alor Gajah,TMN ALOR,Kelemak,6,True,1
Alor Gajah,TMN ALOR GAJAH HEIGHTS,Sg Petai,2,True,1
Alor Gajah,TMN AMAN,Kelemak,2,True,1
Alor Gajah,TMN ANGKASA NURI,Durian Tunggal,188,True,1
Alor Gajah,TMN ANGSA MAS,Durian Tunggal,8,True,1
Alor Gajah,TMN AWAN BIRU (PAKR SG PETAI),Sg Petai,6,True,1
Alor Gajah,TMN AYER MOLEK PERDANA,Sg Baru Ilir,8,True,1
Alor Gajah,TMN BAIDURI,Pulau Sebang,31,True,1
Alor Gajah,TMN BDR BARU MASJID TANAH,Masjid Tanah,16,True,1
Alor Gajah,TMN BELATOK EMAS,Durian Tunggal,16,True,1
Alor Gajah,TMN BELIMBING HARMONI,Belimbing,82,True,1
Alor Gajah,TMN BELIMBING INDAH,Belimbing,1,True,1
Alor Gajah,TMN BELIMBING SETIA,Belimbing,38,True,1
Alor Gajah,TMN BIDARA EMAS,Sg Baru Tengah,16,True,1
Alor Gajah,TMN BIDARA INDAH,Sg Baru Tengah,2,True,1
Alor Gajah,TMN BIDARA MEKAR,Sg Baru Tengah,1,True,1
Alor Gajah,TMN BIDARA PALMA,Sg Baru Tengah,42,True,1
Alor Gajah,TMN BIDARA PERMAI,Sg Baru Tengah,28,True,1
Alor Gajah,TMN BIDARA SETIA,Sg Baru Ulu,10,True,1
Alor Gajah,TMN BKT INDAH,Bdr Masjid Tanah,3,True,1
Alor Gajah,TMN BKT INDAH,Masjid Tanah,3,False,2
Alor Gajah,TMN BKT REMBIA,Rembia,3,True,1
Alor Gajah,TMN BKT RUMBIA,Rembia,5,True,1
Alor Gajah,TMN BKT TAMPIN,Pulau Sebang,6,True,1
Alor Gajah,TMN BUKIT EMAS,Sg Petai,24,True,1
Alor Gajah,TMN BUKIT INDAH FASA 2,Bdr Masjid Tanah,1,True,1
Alor Gajah,TMN CEMPAKA,Durian Tunggal,14,True,1
Alor Gajah,TMN CEMPAKA HEIGHT,Durian Tunggal,2,True,1
Alor Gajah,TMN CENDERAWASIH,Durian Tunggal,2,True,1
Alor Gajah,TMN DALONG SENTOSA,Gadek,3,True,1
Alor Gajah,TMN DATO' SETIA,Ramuan China Besar,1,True,1
Alor Gajah,TMN DESA BAYU,Sg Baru Ilir,10,True,1
Alor Gajah,TMN DESA IDAMAN,Durian Tunggal,41,True,1
Alor Gajah,TMN DESA IDAMAN,Pkn Durian Tunggal,4,False,2
Alor Gajah,TMN DESA IDAMAN 3 (PPA1M),Durian Tunggal,2,True,1
Alor Gajah,TMN DIMENSI,Sg Petai,28,True,1
Alor Gajah,TMN DURIAN TUNGGAL,Pkn Durian Tunggal,1,True,1
Alor Gajah,TMN DURIAN TUNGGAL GEMILANG,Durian Tunggal,4,True,1
Alor Gajah,TMN ECO KASA HEIGHTS,Kelemak,2,True,1
Alor Gajah,TMN ENGGANG (GANGSA HEIGHTS),Durian Tunggal,8,True,1
Alor Gajah,TMN GADEK INDAH,Gadek,1,True,1
Alor Gajah,TMN GADEK PERDANA(SERI MANGGIS),Gadek,9,True,1
Alor Gajah,TMN GANGSA,Durian Tunggal,1,True,1
Alor Gajah,TMN GANGSA IMPIAN,Durian Tunggal,5,True,1
Alor Gajah,TMN GANUN SETIA,Gadek,2,True,1
Alor Gajah,TMN GARUDA,Durian Tunggal,5,True,1
Alor Gajah,TMN INANG SARI (R.A.BERINGIN),Beringin,14,True,1
Alor Gajah,TMN INDAH (SG.UDANG),Sg Baru Ulu,60,True,1
Alor Gajah,TMN INTAN,Sg Baru Tengah,1,True,1
Alor Gajah,TMN INTEKMA,Sg Petai,17,True,1
Alor Gajah,TMN JATI INDAH,Taboh Naning,22,True,1
Alor Gajah,TMN JAYA KELEMAK,Kelemak,5,True,1
Alor Gajah,TMN JERAM PERDANA,Sg Baru Tengah,5,True,1
Alor Gajah,TMN JERAM PERDANA,Sg Baru Ilir,1,False,2
Alor Gajah,TMN KASA HEIGHTS,Kelemak,46,True,1
Alor Gajah,TMN KASAWARI,Durian Tunggal,21,True,1
Alor Gajah,TMN KEBAYA (RUM AWAM PAYA DATOK F2 & 3 ),Kelemak,47,True,1
Alor Gajah,TMN KEJORA,Tebong,5,True,1
Alor Gajah,TMN KELEMAK JAYA,Kelemak,6,True,1
Alor Gajah,TMN KELEMAK PERDANA,Kelemak,6,True,1
Alor Gajah,TMN KELEMAK UTAMA,Kelemak,34,True,1
Alor Gajah,TMN KELISA,K.Linggi,9,True,1
Alor Gajah,TMN KENARI JAYA (HARVEST JAYA),Durian Tunggal,9,True,1
Alor Gajah,TMN KOMPANG RIA,Sg Baru Ilir,2,True,1
Alor Gajah,TMN KOPERASI NANING,Melekek,1,True,1
Alor Gajah,TMN KUALA IDAMAN,K.Sg Baru,1,True,1
Alor Gajah,TMN KUALA JAYA,Pkn Kuala Sg Baru,4,True,1
Alor Gajah,TMN KUALA PERMAI (R.AWAM TG DAHAN II ),K.Sg Baru,22,True,1
Alor Gajah,TMN KUALA PERMAI (R.AWAM TG DAHAN II ),K.Linggi,2,False,2
Alor Gajah,TMN KUALA SG BARU,Pkn Kuala Sg Baru,1,True,1
Alor Gajah,TMN LENDU ILMU,Sg Petai,4,True,1
Alor Gajah,TMN LESUNG BATU EMAS,Melaka Pindah,94,True,1
Alor Gajah,TMN LESUNG BATU JAYA,Melaka Pindah,3,True,1
Alor Gajah,TMN LESUNG BATU PERMAI,Melaka Pindah,2,True,1
Alor Gajah,TMN MACHAP BARU,Machap,5,True,1
Alor Gajah,TMN MACHAP BARU INDAH,Machap,1,True,1
Alor Gajah,TMN MACHAP BESTARI,Machap,7,True,1
Alor Gajah,TMN MAHSURI INDAH,Pulau Sebang,1,True,1
Alor Gajah,TMN MAHSURI PULAU SEBANG,Pulau Sebang,11,True,1
Alor Gajah,TMN MAIM REMBIA,Sg Petai,2,True,1
Alor Gajah,TMN MAJU JAYA,Sg Baru Ulu,3,True,1
Alor Gajah,TMN MAKMOR (SG BARU ULU),Sg Baru Ulu,5,True,1
Alor Gajah,TMN MALINJA WANGI,Pulau Sebang,1,True,1
Alor Gajah,TMN MASJID TANAH,Sg Baru Ulu,14,True,1
Alor Gajah,TMN MASJID TANAH RIA,Sg Baru Ulu,6,True,1
Alor Gajah,TMN MAWAR - MACHAP,Machap,3,True,1
Alor Gajah,TMN MAWAR JAYA/PERMAI JAYA,Machap,9,True,1
Alor Gajah,TMN MEKAR,Durian Tunggal,4,True,1
Alor Gajah,TMN MELAKA PERDANA,Melaka Pindah,19,True,1
Alor Gajah,TMN MELAKA PINDAH,Kelemak,1,True,1
Alor Gajah,TMN MELOR MACAP,Machap,2,True,1
Alor Gajah,TMN MERAK,Durian Tunggal,1,True,1
Alor Gajah,TMN MERAK MAS,Durian Tunggal,12,True,1
Alor Gajah,TMN MERANTI LESTARI,Taboh Naning,7,True,1
Alor Gajah,TMN MEWAH,Kelemak,19,True,1
Alor Gajah,TMN MURAI JAYA (MURAI EMAS),Durian Tunggal,24,True,1
Alor Gajah,TMN MUTIARA,Kelemak,5,True,1
Alor Gajah,TMN NURI,Durian Tunggal,114,True,1
Alor Gajah,TMN NURI SENTOSA,Durian Tunggal,12,True,1
Alor Gajah,TMN PADANG SEBANG INDAH,Pdg Sebang,6,True,1
Alor Gajah,TMN PADI INDAH (CRYSTAL VILLA),Bdr Pulau Sebang,1,True,1
Alor Gajah,TMN PAYA MENGKUANG,Sg Baru Ilir,16,True,1
Alor Gajah,TMN PAYA RUMPUT JAYA (SG BARU TENGAH),Sg Baru Tengah,7,True,1
Alor Gajah,TMN PEGOH BARU,Pulau Sebang,4,True,1
Alor Gajah,TMN PENGKALAN BALAK (RUM AWAM LONDANG),Sg Baru Tengah,4,True,1
Alor Gajah,TMN PENGKALAN INDAH,Melaka Pindah,20,True,1
Alor Gajah,TMN PERMAI,Rembia,6,True,1
Alor Gajah,TMN PERMAI,Masjid Tanah,2,False,2
Alor Gajah,TMN PERMATANG RIA,K.Sg Baru,4,True,1
Alor Gajah,TMN PINGGIRAN KUALA INA,Pulau Sebang,41,True,1
Alor Gajah,TMN PISANG MAS JAYA,Gadek,21,True,1
Alor Gajah,TMN PKNM,Durian Tunggal,2,True,1
Alor Gajah,TMN PULAU INDAH,Durian Tunggal,16,True,1
Alor Gajah,TMN RAJAWALI,Durian Tunggal,6,True,1
Alor Gajah,TMN RAKYAT (PULAU SEBANG),Pulau Sebang,3,True,1
Alor Gajah,TMN REBANA JERNIH(R.A.SG BARU ILIR),Sg Baru Ilir,17,True,1
Alor Gajah,TMN REMBIA CEMERLANG,Pkn Rembia,1,True,1
Alor Gajah,TMN REMBIA PERKASA,Rembia,35,True,1
Alor Gajah,TMN REMBIA SETIA,Rembia,17,True,1
Alor Gajah,TMN REMBIA UTAMA,Rembia,11,True,1
Alor Gajah,TMN RUMBIA,Pkn Rembia,1,True,1
Alor Gajah,TMN SAMARINDA,Kelemak,12,True,1
Alor Gajah,TMN SCIENTEX,Durian Tunggal,139,True,1
Alor Gajah,TMN SEBANG GEMILANG (R.A.PDG SEBANG),Pdg Sebang,18,True,1
Alor Gajah,TMN SEBANG JAYA,Pulau Sebang,2,True,1
Alor Gajah,TMN SEBANG MUTIARA,Pdg Sebang,22,True,1
Alor Gajah,TMN SERI AMAN,Masjid Tanah,63,True,1
Alor Gajah,TMN SERI AMAN,Sg Baru Tengah,1,False,2
Alor Gajah,TMN SERI AMAN LAGENDA,Masjid Tanah,1,True,1
Alor Gajah,TMN SERI BAYAN,Durian Tunggal,12,True,1
Alor Gajah,TMN SERI BAYU,Kelemak,13,True,1
Alor Gajah,TMN SERI BAYU,Bdr Alor Gajah,2,False,2
Alor Gajah,TMN SERI BIDARA,Sg Baru Tengah,1,True,1
Alor Gajah,TMN SERI CAHAYA MAS,Sg Baru Ulu,6,True,1
Alor Gajah,TMN SERI DALONG,Gadek,1,True,1
Alor Gajah,TMN SERI GAMELAN,Sg Baru Ilir,102,True,1
Alor Gajah,TMN SERI JERAM,Sg Baru Tengah,6,True,1
Alor Gajah,TMN SERI KELEMAK,Kelemak,32,True,1
Alor Gajah,TMN SERI MANGGIS,Gadek,10,True,1
Alor Gajah,TMN SERI MENANTI,Taboh Naning,1,True,1
Alor Gajah,TMN SERI MENGKUANG,Sg Baru Ilir,1,True,1
Alor Gajah,TMN SERI NAGA (TMN BIDARA JAYA),Sg Baru Tengah,15,True,1
Alor Gajah,TMN SERI PAYA RUMPUT,Sg Baru Tengah,48,True,1
Alor Gajah,TMN SERI PELANGI,Sg Petai,14,True,1
Alor Gajah,TMN SERI PERMATA,Sg Baru Ulu,10,True,1
Alor Gajah,TMN SERI REDAN,Sg Baru Ilir,9,True,1
Alor Gajah,TMN SERI SG BARU ULU,Sg Baru Ulu,1,True,1
Alor Gajah,TMN SERI SUTERA (TMN SERI PENGKALAN),Kelemak,23,True,1
Alor Gajah,TMN SERI TUAH,Prt Melana,3,True,1
Alor Gajah,TMN SERI TUAH PERMAI,Durian Tunggal,1,True,1
Alor Gajah,TMN SERULING JAYA,Sg Baru Ilir,118,True,1
Alor Gajah,TMN SG BARU ULU,Sg Baru Ulu,2,True,1
Alor Gajah,TMN SG BARU ULU II,Sg Baru Ulu,1,True,1
Alor Gajah,TMN SG. BARU ILIR,Sg Baru Ilir,1,True,1
Alor Gajah,TMN SG. PETAI BAHAGIA,Sg Petai,1,True,1
Alor Gajah,TMN SG.BARU ILIR JAYA,Sg Baru Ilir,1,True,1
Alor Gajah,TMN SG.PETAI PERMAI,Sg Petai,13,True,1
Alor Gajah,TMN SUNGAI BARU ILIR,Sg Baru Ilir,1,True,1
Alor Gajah,TMN SUTERA (JAYA KELEMAK),Kelemak,8,True,1
Alor Gajah,TMN SUTERA INDAH,Kelemak,7,True,1
Alor Gajah,TMN TERENDAK HEIGHTS,Sg Baru Ulu,3,True,1
Alor Gajah,TMN VISTA BELIMBING,Belimbing,63,True,1
Alor Gajah,TMN WARISAN SOLOK KEMANG,Sg Baru Ulu,15,True,1
Alor Gajah,TMN WARISAN TELOK KEMANG,Sg Baru Ulu,8,True,1
Alor Gajah,TMN WIRA INDAH,Ramuan China Kechil,9,True,1
Alor Gajah,TMN WIRA INDAH,Pkn Lubok China,3,False,2
Alor Gajah,TMN WIRA MAS,Ramuan China Kechil,11,True,1
Bachok,BANDAR BACHOK,Bandar Bachok,5,True,1
Bachok,BANDAR BACHOK,Bachok,2,False,2
Bachok,CABANG TIGA MELAWI,Repek,2,True,1
Bachok,D'ANGGUN MELAWI RESIDENCE,Telong,1,True,1
Bachok,DESA LPT TELONG (P/LOT: 1765),Telong,1,True,1
Bachok,KAMPONG SERDANG,Serdang,10,True,1
Bachok,KAMPONG SERDANG,Temu Ranggas,1,False,2
Bachok,KG ALOR PULAI (MK. RUSA),Rusa,20,True,1
Bachok,KG BACHOK,Bachok,2,True,1
Bachok,KG BACHOK,Repek,2,False,2
Bachok,KG BACHOK,Bandar Bachok,1,False,3
Bachok,KG BACHOK,Tanjong,1,False,4
Bachok,KG BADAK,Bator,2,True,1
Bachok,KG BADAK,Melawi,1,False,2
Bachok,KG BANGGU,Tanjong Jering,2,True,1
Bachok,KG BARU,Gajah Mati,2,True,1
Bachok,KG BATOR,Bator,14,True,1
Bachok,KG BATOR,Rusa,2,False,2
Bachok,KG BEKELAM,Temu Ranggas,7,True,1
Bachok,KG BEKELAM,Kuchelong,2,False,2
Bachok,KG BEKELAM,Chap,1,False,3
Bachok,KG BERIS LALANG,Telong,21,True,1
Bachok,KG BERIS LALANG,Rusa,6,False,2
Bachok,KG BERIS PANCHOR ( TAWANG),Senak,10,True,1
Bachok,KG BERIS PANCHOR ( TAWANG),Gajah Mati,6,False,2
Bachok,KG GAJAH MATI,Gajah Mati,3,True,1
Bachok,KG GAJAH MATI,Alor Bakat,2,False,2
Bachok,KG GUNUNG,Gunong,5,True,1
Bachok,KG GUNUNG,Mak Lipah,2,False,2
Bachok,KG GUNUNG,Tepus,2,False,3
Bachok,KG GUNUNG,Alor Bakat,1,False,4
Bachok,KG GUNUNG,Kubang Telaga,1,False,5
Bachok,KG KANDIS,Telong,11,True,1
Bachok,KG KETING (MK. GUNONG),Gunong,1,True,1
Bachok,KG KUALA KEMASIN,Kemasin,2,True,1
Bachok,KG KUALA SERING,Senak,2,True,1
Bachok,KG KUAU,Kuau,2,True,1
Bachok,KG KUBANG GOLOK,Kemasin,9,True,1
Bachok,KG KUBANG GOLOK,Bachok,2,False,2
Bachok,KG KUCHELONG,Temu Ranggas,1,True,1
Bachok,KG LUBOK TEMBESU,Lubok Tembesu,1,True,1
Bachok,KG MELAWI,Repek,11,True,1
Bachok,KG MELAWI,Melawi,10,False,2
Bachok,KG NIPAH,Melawi,2,True,1
Bachok,KG NIPAH,Nipah,1,False,2
Bachok,KG PADANG LATI,Temu Ranggas,1,True,1
Bachok,KG PAK ELONG,Telong,2,True,1
Bachok,KG PAK PURA,Pak Pura,44,True,1
Bachok,KG PAK PURA,Tanjong Pauh,7,False,2
Bachok,KG PAK PURA,Pauh Sembilan,2,False,3
Bachok,KG PAK PURA,Tanjong Jering,1,False,4
Bachok,KG PAUH SEMBILAN,Pauh Sembilan,35,True,1
Bachok,KG PAUH SEMBILAN,Telok Mesira,3,False,2
Bachok,KG PAUH SEMBILAN,Tanjong Jering,1,False,3
Bachok,KG PDG NIBONG,Senak,3,True,1
Bachok,KG PERUPOK,Perupok,2,True,1
Bachok,KG PERUPOK,Paya Mengkuang,1,False,2
Bachok,KG REKANG,Repek,10,True,1
Bachok,KG SENAK,Senak,29,True,1
Bachok,KG SENENG,Bator,1,True,1
Bachok,KG SERDANG BARU (MK. TELONG),Telong,2,True,1
Bachok,"KG SG DUA, MK. REPEK",Repek,2,True,1
Bachok,KG TAKANG,Tanjong,2,True,1
Bachok,KG TAKANG,Takang,1,False,2
Bachok,KG TANJUNG PAUH,Tanjong Pauh,5,True,1
Bachok,KG TAWANG,Gajah Mati,4,True,1
Bachok,KG TAWANG,Pauh Sembilan,1,False,2
Bachok,KG TELOK MESIRA,Telok Mesira,21,True,1
Bachok,KG TELOK MESIRA,Gajah Mati,1,False,2
Bachok,KG TELOK MESIRA,Pak Pura,1,False,3
Bachok,KG TELONG,Telong,31,True,1
Bachok,KG TELONG,Repek,2,False,2
Bachok,KG TEPUS,Tepus,13,True,1
Bachok,KG TERATAK PULAI,Kuchelong,4,True,1
Bachok,KG TERATAK PULAI,Tepus,4,False,2
Bachok,KG TUALANG SALAK,Cherang Hangus,1,True,1
Bachok,KG. KEMUDI,Bachok,1,True,1
Bachok,KG. WAKAF AIK,Senak,4,True,1
Bachok,MAK LIPAH,Alor Bakat,2,True,1
Bachok,ONE BALAI (KEMASIN),Kemasin,1,True,1
Bachok,P/LOT 1154 (MK. TELONG),Telong,1,True,1
Bachok,PEKAN JELAWAT,Bator,4,True,1
Bachok,PEKAN JELAWAT,Rusa,2,False,2
Bachok,PERUMAHAN KOTA JEMBAL,Telok Mesira,2,True,1
Bachok,PPA1M-TAMAN VISTA (MK. RUSA),Rusa,1,True,1
Bachok,TAMAN ALFA BATOR,Bator,1,True,1
Bachok,TAMAN AQILAH,Melawi,2,True,1
Bachok,TAMAN BATOR HARMONI,Bator,14,True,1
Bachok,TAMAN DAHLIA,Telong,13,True,1
Bachok,"TAMAN DESA FIRUS MELAWI, BACHOK",Telong,1,True,1
Bachok,TAMAN DESA IRAMA,Melawi,2,True,1
Bachok,TAMAN DESA LPT BALAI (KEMASIN),Kemasin,11,True,1
Bachok,TAMAN DESA MELOR,Mak Lipah,3,True,1
Bachok,TAMAN DESA PURA,Pak Pura,3,True,1
Bachok,TAMAN DESA RAKYAT (MK. PAK PURA),Pak Pura,3,True,1
Bachok,TAMAN DESA SURIA (MK. MAK LIPAH),Mak Lipah,2,True,1
Bachok,TAMAN DESA TELONG,Telong,4,True,1
Bachok,TAMAN JINTAN JAYA IX,Senak,2,True,1
Bachok,TAMAN JINTAN UMK,Repek,3,True,1
Bachok,TAMAN KINTAN MAS,Rusa,2,True,1
Bachok,TAMAN KOTA JEMBAL FASA 6,Telok Mesira,3,True,1
Bachok,TAMAN MEGAH EDORA (MK. GUNONG),Gunong,5,True,1
Bachok,TAMAN NASRIQ,Senak,2,True,1
Bachok,TAMAN PUTERI SAADONG,Tepus,2,True,1
Bachok,TAMAN SERDANG BARU (MK. TELONG),Telong,2,True,1
Bachok,TAMAN SERI TELOK,Bachok,5,True,1
Bachok,TAMAN SETIA MURNI (MK. BATOR),Bator,1,True,1
Bachok,TAMAN SRI BAYU (MK. TELONG),Telong,1,True,1
Bachok,TAMAN SRI CEMPAKA,Telong,2,True,1
Bachok,TAMAN SRI IMPIAN,Telong,1,True,1
Bachok,TAMAN SRI KANDIS 2,Telong,3,True,1
Bachok,TAMAN SRI SENOK,Senak,10,True,1
Bachok,TAMAN SRI SENTOSA (MK. PAUH SEMBILAN),Pauh Sembilan,1,True,1
Bachok,TAMAN SRI SUTERA,Telong,2,True,1
Bachok,TAMAN TELOK MESIRA,Telok Mesira,4,True,1
Bachok,TAMAN WARISAN MELAWI,Repek,8,True,1
Bachok,TMN JINTAN JAYA 4 (MK. GAJAH MATI),Gajah Mati,1,True,1
Bachok,TMN LAGENDA BACHOK,Rusa,1,True,1
Bachok,TMN PINGGIRAN UNIVERSITI,Repek,14,True,1
Bachok,"TMN SRI LALANG, MK. TELONG",Telong,1,True,1
Bachok,TMN WARISAN TELONG (MK. LUBOK TEMBESU),Lubok Tembesu,2,True,1
Bagan Datuk,HUTAN MELINTANG RESIDENCE,Hutan Melintang,30,True,1
Bagan Datuk,LADANG KUALA PERAK (BATU 25),Bagan Datuk,1,True,1
Bagan Datuk,PECAHAN LOT 36531,Hutan Melintang,4,True,1
Bagan Datuk,RPA BAGAN DATOH I & II,Bagan Datuk,7,True,1
Bagan Datuk,"RPA I, II & III HUTAN MELINTANG",Hutan Melintang,11,True,1
Bagan Datuk,"RPA I, II & III HUTAN MELINTANG",Pekan Simpang Empat,1,False,2
Bagan Datuk,RPA SG DULANG,Teluk Baru,4,True,1
Bagan Datuk,RPT BELAKANG MASJID ( BUMI HIJAU ),Pekan Hutan Melintang,2,True,1
Bagan Datuk,TAMAN AZIZIAH,Pekan Selekoh,3,True,1
Bagan Datuk,TAMAN JENDERATA,Teluk Baru,3,True,1
Bagan Datuk,TAMAN MELINTANG MEWAH,Hutan Melintang,1,True,1
Bagan Datuk,TAMAN SELEKOH AMAN,Bagan Datuk,4,True,1
Bagan Datuk,TMN BAGAN PASIR,Bagan Datuk,4,True,1
Bagan Datuk,TMN CEMERLANG,Hutan Melintang,2,True,1
Bagan Datuk,TMN CHENDERAWASIH,Hutan Melintang,1,True,1
Bagan Datuk,TMN DESA BERNAM,Teluk Baru,21,True,1
Bagan Datuk,TMN DESA BERNAM INDAH,Teluk Baru,18,True,1
Bagan Datuk,TMN DESA BERSATU,Hutan Melintang,12,True,1
Bagan Datuk,TMN DESA IMPIAN BAGAN DATOH,Bagan Datuk,4,True,1
Bagan Datuk,TMN DESA INTAN,Hutan Melintang,2,True,1
Bagan Datuk,TMN DESA MELINTANG BARU,Hutan Melintang,9,True,1
Bagan Datuk,TMN DESA PERMAI,Hutan Melintang,3,True,1
Bagan Datuk,TMN EHSAN I & II,Hutan Melintang,2,True,1
Bagan Datuk,TMN HARMONI,Hutan Melintang,1,True,1
Bagan Datuk,TMN HUTAN MELINTANG,Hutan Melintang,2,True,1
Bagan Datuk,TMN HUTAN MELINTANG/PERDANA,Hutan Melintang,4,True,1
Bagan Datuk,TMN INDAH H/MELINTANG,Hutan Melintang,1,True,1
Bagan Datuk,TMN INDRAWASIH,Hutan Melintang,1,True,1
Bagan Datuk,TMN JULAIHA,Pekan Simpang Empat,2,True,1
Bagan Datuk,TMN JULAIHA,Hutan Melintang,1,False,2
Bagan Datuk,TMN KAYANGAN H/MELINTANG,Hutan Melintang,5,True,1
Bagan Datuk,TMN LAGENDA,Hutan Melintang,4,True,1
