District,Scheme,Mukim,tx_count,primary,mukim_rank
Sandakan,UTAMA PARK RESIDENCE (PH 1A),Sandakan,2,True,1
Sandakan,UTAMA PARK VILLA,Sandakan,19,True,1
Sandakan,UTAMA SOUTH CONDOMINIUM,Sandakan,14,True,1
Sandakan,YII VILLA,Sandakan,3,True,1
Seberang Perai Selatan,AMBAY GARDEN,15,72,True,1
Seberang Perai Selatan,AMBAY PARK,15,41,True,1
Seberang Perai Selatan,AMBAY PARK (VILLA BEGONIA),15,4,True,1
Seberang Perai Selatan,ASTER VILLA @ BANDAR TASEK MUTIARA,15,85,True,1
Seberang Perai Selatan,AVENUE GARDEN,15,1,True,1
Seberang Perai Selatan,AYRA TERRACES,11,7,True,1
Seberang Perai Selatan,BANDAR BATU KAWAN,13,24,True,1
Seberang Perai Selatan,BANDAR BATU KAWAN (HALAMAN SEROJA),13,20,True,1
Seberang Perai Selatan,BANDAR CASSIA,13,2,True,1
Seberang Perai Selatan,BANDAR NIBONG TEBAL,Nibong Tebal,5,True,1
Seberang Perai Selatan,BANDAR NIBONG TEBAL,7,2,False,2
Seberang Perai Selatan,BANDAR TASEK MUTIARA,15,280,True,1
Seberang Perai Selatan,BKT JAWI GOLF & COUNTRY VILLA,6,2,True,1
Seberang Perai Selatan,DAHLIA GARDEN,15,127,True,1
Seberang Perai Selatan,DEDAUN BANDAR CASSIA,13,1,True,1
Seberang Perai Selatan,DEDAUN-BANDAR CASSIA,13,11,True,1
Seberang Perai Selatan,ECO BLOOM,14,1,True,1
Seberang Perai Selatan,ECO HORIZON (FASA 4),13,1,True,1
Seberang Perai Selatan,ECO HORIZON (FASA 7),13,2,True,1
Seberang Perai Selatan,ECO HORIZON (FASA1),13,93,True,1
Seberang Perai Selatan,HIJAU E - KOMUNITI SURIA,13,38,True,1
Seberang Perai Selatan,HIJAUAN HILL,15,48,True,1
Seberang Perai Selatan,INTAN CEMPAKA -BANDAR CASSIA,13,12,True,1
Seberang Perai Selatan,INTAN DELIMA-BANDAR CASSIA,13,20,True,1
Seberang Perai Selatan,JALAN VEERAPAN,7,3,True,1
Seberang Perai Selatan,JLN PERMATANG TOK MAHAT,9,3,True,1
Seberang Perai Selatan,JLN SG UDANG,10,3,True,1
Seberang Perai Selatan,KAWASAN PERNIAGAAN TAMAN MERAK,14,6,True,1
Seberang Perai Selatan,KG BARU JAWI,11,1,True,1
Seberang Perai Selatan,KG BARU VALDOR,15,9,True,1
Seberang Perai Selatan,PANGSAPURI ECO BLOOM,14,49,True,1
Seberang Perai Selatan,PANGSAPURI UTROPOLIS UTAMA,13,14,True,1
Seberang Perai Selatan,PEARL IMPIANA,15,86,True,1
Seberang Perai Selatan,PEARL TROPIKA,15,18,True,1
Seberang Perai Selatan,PECAHAN LOT 1040,8,1,True,1
Seberang Perai Selatan,PECAHAN LOT 1048,8,1,True,1
Seberang Perai Selatan,PECAHAN LOT 617,5,1,True,1
Seberang Perai Selatan,PECAHAN LOT 88,1,1,True,1
Seberang Perai Selatan,PEKAN SUNGAI BAKAP,5,3,True,1
Seberang Perai Selatan,PROJEK PERUMAHAN PERDA SG KECIL,7,1,True,1
Seberang Perai Selatan,R/MURAH JAWI,11,15,True,1
Seberang Perai Selatan,R/MURAH SIMPANG EMPAT,14,1,True,1
Seberang Perai Selatan,RAINTREE PARK 1,15,48,True,1
Seberang Perai Selatan,RAINTREE PARK2,15,37,True,1
Seberang Perai Selatan,RESIDENSI MERBOK,11,102,True,1
Seberang Perai Selatan,RESIDENSI VILLA MUTIARA,15,52,True,1
Seberang Perai Selatan,RUMAH MURAH BUKIT PANCHOR,7,1,True,1
Seberang Perai Selatan,RUMAH MURAH VALDOR,15,1,True,1
Seberang Perai Selatan,RUMAH PANGSA MUTIARA INDAH,15,52,True,1
Seberang Perai Selatan,TAMAN ACHEH DAMAI,10,17,True,1
Seberang Perai Selatan,TAMAN BAGAN TAMBUN,14,7,True,1
Seberang Perai Selatan,TAMAN BAKAP INDAH,4,56,True,1
Seberang Perai Selatan,TAMAN BELIBIS,15,3,True,1
Seberang Perai Selatan,TAMAN BERSATU,7,15,True,1
Seberang Perai Selatan,TAMAN BERSERI,7,1,True,1
Seberang Perai Selatan,TAMAN BUKIT PANCHOR,7,51,True,1
Seberang Perai Selatan,TAMAN BUKIT PANCHOR INDAH,7,32,True,1
Seberang Perai Selatan,TAMAN BUKIT PANCHOR VILLA,7,1,True,1
Seberang Perai Selatan,TAMAN CAMAR JAYA,7,5,True,1
Seberang Perai Selatan,TAMAN CASSIA CEMPAKA,13,39,True,1
Seberang Perai Selatan,TAMAN CENDERAWASIH INDAH,11,19,True,1
Seberang Perai Selatan,TAMAN COWIN,11,9,True,1
Seberang Perai Selatan,TAMAN CRESCENTIA,13,64,True,1
Seberang Perai Selatan,TAMAN DAMAI SETIA,9,30,True,1
Seberang Perai Selatan,TAMAN ECO MEADOW,14,35,True,1
Seberang Perai Selatan,TAMAN FAJAR INDAH,9,2,True,1
Seberang Perai Selatan,TAMAN HALAMAN INDAH,6,106,True,1
Seberang Perai Selatan,TAMAN ILMU,9,27,True,1
Seberang Perai Selatan,TAMAN ILMU INDAH,7,5,True,1
Seberang Perai Selatan,TAMAN IPIL PERMATA,11,31,True,1
Seberang Perai Selatan,TAMAN JAWI INDAH,6,35,True,1
Seberang Perai Selatan,TAMAN JAWI PERMAI,6,2,True,1
Seberang Perai Selatan,TAMAN JAWI RIA,7,11,True,1
Seberang Perai Selatan,TAMAN KERAMAT PERMAI,9,25,True,1
Seberang Perai Selatan,TAMAN KERUING,15,1,True,1
Seberang Perai Selatan,TAMAN KUANG INDAH,4,5,True,1
Seberang Perai Selatan,TAMAN MAS,15,2,True,1
Seberang Perai Selatan,TAMAN MERPATI INDAH,14,9,True,1
Seberang Perai Selatan,TAMAN MINAMAH,9,4,True,1
Seberang Perai Selatan,TAMAN MUTIARA TERATAI,13,1,True,1
Seberang Perai Selatan,TAMAN NIBONG INDAH (TAMAN SUNGAI DAUN),Nibong Tebal,3,True,1
Seberang Perai Selatan,TAMAN NILAM TANJUNG,13,13,True,1
Seberang Perai Selatan,TAMAN NURI,11,8,True,1
Seberang Perai Selatan,TAMAN NURI EMAS,11,34,True,1
Seberang Perai Selatan,TAMAN NURI INDAH,11,4,True,1
Seberang Perai Selatan,TAMAN PANCHOR DAMAI,7,3,True,1
Seberang Perai Selatan,TAMAN PANCHOR UTAMA,8,11,True,1
Seberang Perai Selatan,TAMAN PANCUR MUTIARA,7,23,True,1
Seberang Perai Selatan,TAMAN PANCUR PERMAI,7,3,True,1
Seberang Perai Selatan,TAMAN PEARL SAUJANA,15,10,True,1
Seberang Perai Selatan,TAMAN PEKAKA,9,18,True,1
Seberang Perai Selatan,TAMAN PERDANA,14,65,True,1
Seberang Perai Selatan,TAMAN PERDANA (CASA PERDANA),14,58,True,1
Seberang Perai Selatan,TAMAN PERDANA PUTERA,14,1,True,1
Seberang Perai Selatan,TAMAN PIPIT JAYA,7,1,True,1
Seberang Perai Selatan,TAMAN PRAI MALAYAN RAILWAY CO-OP,15,1,True,1
Seberang Perai Selatan,TAMAN PUTERI EMAS,1,10,True,1
Seberang Perai Selatan,TAMAN RANTAU DAMAI,9,8,True,1
Seberang Perai Selatan,TAMAN RASA INDAH,5,6,True,1
Seberang Perai Selatan,TAMAN REBANA INDAH,15,6,True,1
Seberang Perai Selatan,TAMAN REBANA INDAH FASA 2,15,15,True,1
Seberang Perai Selatan,TAMAN RESIDENSI PANCHOR,7,9,True,1
Seberang Perai Selatan,TAMAN SANTUARI MERBOK,11,6,True,1
Seberang Perai Selatan,TAMAN SELESA (SPS),9,5,True,1
Seberang Perai Selatan,TAMAN SERI ACHEH,9,13,True,1
Seberang Perai Selatan,TAMAN SERI BAYAN,14,9,True,1
Seberang Perai Selatan,TAMAN SERI BAYU,7,21,True,1
Seberang Perai Selatan,TAMAN SERI BISTARI,11,22,True,1
Seberang Perai Selatan,TAMAN SERI EMAS,9,26,True,1
Seberang Perai Selatan,TAMAN SERI EMAS INDAH,9,18,True,1
Seberang Perai Selatan,TAMAN SERI IPIL,11,40,True,1
Seberang Perai Selatan,TAMAN SERI MURAI,14,9,True,1
Seberang Perai Selatan,TAMAN SERI PANCUR,7,7,True,1
Seberang Perai Selatan,TAMAN SERI PUTERA,9,1,True,1
Seberang Perai Selatan,TAMAN SERI SAUJANA,7,14,True,1
Seberang Perai Selatan,TAMAN SERI SAUJANA PERMAI,7,1,True,1
Seberang Perai Selatan,TAMAN SERI TAMBUN,14,5,True,1
Seberang Perai Selatan,TAMAN SERI VALDOR,4,7,True,1
Seberang Perai Selatan,TAMAN SINAR (SPS),9,8,True,1
Seberang Perai Selatan,TAMAN SRI PERMAI (ZAIZAH),7,3,True,1
Seberang Perai Selatan,TAMAN SRI PUTRA,9,12,True,1
Seberang Perai Selatan,TAMAN SRI SERULING,5,5,True,1
Seberang Perai Selatan,TAMAN SUNGAI ACHEH,10,8,True,1
Seberang Perai Selatan,TAMAN SUNGAI BAKAP PERDANA,5,21,True,1
Seberang Perai Selatan,TAMAN SUNGAI DURI INDAH,5,8,True,1
Seberang Perai Selatan,TAMAN SUNGAI DURI PERMAI,5,21,True,1
Seberang Perai Selatan,TAMAN SUNGAI JAWI,7,6,True,1
Seberang Perai Selatan,TAMAN SUNGAI KECIL,7,2,True,1
Seberang Perai Selatan,TAMAN SURIA,9,2,True,1
Seberang Perai Selatan,TAMAN TAMBUN EMAS,14,4,True,1
Seberang Perai Selatan,TAMAN TAMBUN PERMAI (CASA PERMAI),14,8,True,1
Seberang Perai Selatan,TAMAN TANGLING INDAH,15,6,True,1
Seberang Perai Selatan,TAMAN TASEK HARMONI,15,8,True,1
Seberang Perai Selatan,TAMAN TASEK PALMA,15,30,True,1
Seberang Perai Selatan,TAMAN TEKUKUR INDAH,11,10,True,1
Seberang Perai Selatan,TAMAN TEMPUA,15,1,True,1
Seberang Perai Selatan,TAMAN TEMPUA INDAH,9,3,True,1
Seberang Perai Selatan,TAMAN TERATAI IDAMAN,13,5,True,1
Seberang Perai Selatan,TAMAN TERKUKUR INDAH,11,16,True,1
Seberang Perai Selatan,TAMAN VALDOR INDAH,3,2,True,1
Seberang Perai Selatan,TAMAN VALDOR PERMAI,4,5,True,1
Seberang Perai Selatan,TAMAN VICTORIA,11,1,True,1
Seberang Perai Selatan,TAMAN VICTORIA,12,1,False,2
Seberang Perai Selatan,TAMAN VILLA MUTIARA,15,25,True,1
Seberang Perai Selatan,TAMAN VILLA MUTIARA INDAH,15,42,True,1
Seberang Perai Selatan,TAMAN VILUXE,13,1,True,1
Seberang Perai Selatan,TAMAN WIDURI,6,55,True,1
Seberang Perai Selatan,TMN ACHEH INDAH,10,6,True,1
Seberang Perai Selatan,TMN BAHAGIA (SPS),11,5,True,1
Seberang Perai Selatan,TMN BEDUK INDAH,12,37,True,1
Seberang Perai Selatan,TMN BELATUK,7,13,True,1
Seberang Perai Selatan,TMN BELIBIS,15,37,True,1
Seberang Perai Selatan,TMN BERJAYA (SPS),11,15,True,1
Seberang Perai Selatan,TMN BISTARI,11,43,True,1
Seberang Perai Selatan,TMN BKT PANCHOR,7,11,True,1
Seberang Perai Selatan,TMN BUKIT PANCHOR INDAH,7,7,True,1
Seberang Perai Selatan,TMN BUNTAR INDAH,9,1,True,1
Seberang Perai Selatan,TMN CAMAR,7,1,True,1
Seberang Perai Selatan,TMN CEGAR,14,11,True,1
Seberang Perai Selatan,TMN CEMPAKA (BDR BATU KAWAN),13,9,True,1
Seberang Perai Selatan,TMN CENDERAWASIH,11,29,True,1
Seberang Perai Selatan,TMN COWIN INDAH,11,10,True,1
Seberang Perai Selatan,TMN DESA JAWI,11,18,True,1
Seberang Perai Selatan,TMN ENGGANG INDAH,15,9,True,1
Seberang Perai Selatan,TMN FAJAR,9,9,True,1
Seberang Perai Selatan,TMN GAMELAN,4,5,True,1
Seberang Perai Selatan,TMN GAMELAN INDAH,4,57,True,1
Seberang Perai Selatan,TMN GAMELAN RIA,4,4,True,1
Seberang Perai Selatan,TMN GOLDEN JADE,9,13,True,1
Seberang Perai Selatan,TMN HARAPAN,9,4,True,1
Seberang Perai Selatan,TMN HELANG JAYA,7,10,True,1
Seberang Perai Selatan,TMN HIJAUAN VALDOR,15,196,True,1
Seberang Perai Selatan,TMN IDAMAN,14,67,True,1
Seberang Perai Selatan,TMN IDAMAN PERMAI,7,1,True,1
Seberang Perai Selatan,TMN ILMU,9,15,True,1
Seberang Perai Selatan,TMN IPIL PERMAI,11,9,True,1
Seberang Perai Selatan,TMN JAWI,12,1,True,1
Seberang Perai Selatan,TMN JAWI JAYA,7,79,True,1
Seberang Perai Selatan,TMN JAWI JAYA,6,1,False,2
Seberang Perai Selatan,TMN JELITA,4,4,True,1
Seberang Perai Selatan,TMN JENTAYU,14,36,True,1
Seberang Perai Selatan,TMN KASAWARI,14,12,True,1
Seberang Perai Selatan,TMN KESUMBA,4,10,True,1
Seberang Perai Selatan,TMN KETITIR,4,10,True,1
Seberang Perai Selatan,TMN KIT SEONG,9,4,True,1
Seberang Perai Selatan,TMN LAYANG-LAYANG,1,1,True,1
Seberang Perai Selatan,TMN LIMA KONGSI,3,13,True,1
Seberang Perai Selatan,TMN MARKISAH,4,1,True,1
Seberang Perai Selatan,TMN MERAK,14,104,True,1
Seberang Perai Selatan,TMN MERAK JAYA,14,82,True,1
Seberang Perai Selatan,TMN MERBAH,7,2,True,1
Seberang Perai Selatan,TMN MURAI JAYA,14,32,True,1
Seberang Perai Selatan,TMN MUTIARA TJG (BDR BATU KAWAN),13,9,True,1
Seberang Perai Selatan,TMN NIBONG TEBAL,11,12,True,1
Seberang Perai Selatan,TMN NIBONG TEBAL JAYA,11,27,True,1
Seberang Perai Selatan,TMN ORCHARD VILLA,14,19,True,1
Seberang Perai Selatan,TMN PEARL HARMONI,15,22,True,1
Seberang Perai Selatan,TMN PEARL IMPIAN,15,12,True,1
Seberang Perai Selatan,TMN PEKATRA INDAH,15,54,True,1
Seberang Perai Selatan,TMN PERMAI,7,2,True,1
Seberang Perai Selatan,TMN PING WAH,7,3,True,1
Seberang Perai Selatan,TMN PUTERI EMAS,1,7,True,1
Seberang Perai Selatan,TMN PUTERI GUNUNG,15,55,True,1
Seberang Perai Selatan,TMN RASA RIA,5,4,True,1
Seberang Perai Selatan,TMN REBANA,15,15,True,1
Seberang Perai Selatan,TMN REBANA INDAH,15,1,True,1
Seberang Perai Selatan,TMN SEMPADAN,9,24,True,1
Seberang Perai Selatan,TMN SENTOSA (SPS),Nibong Tebal,12,True,1
Seberang Perai Selatan,TMN SERULING EMAS,5,101,True,1
Seberang Perai Selatan,TMN SG BAKAP,12,8,True,1
Seberang Perai Selatan,TMN SG DAUN,Nibong Tebal,1,True,1
Seberang Perai Selatan,TMN SIMPANG EMPAT,15,5,True,1
Seberang Perai Selatan,TMN SINTAR,7,9,True,1
Seberang Perai Selatan,TMN SINTAR INDAH,7,55,True,1
Seberang Perai Selatan,TMN SRI ACHEH,9,7,True,1
Seberang Perai Selatan,TMN SRI AMAN,12,6,True,1
Seberang Perai Selatan,TMN SRI NIBONG,11,11,True,1
Seberang Perai Selatan,TMN SRI TASEK,15,4,True,1
Seberang Perai Selatan,TMN SUNGAI BAKAP PERMAI,4,29,True,1
Seberang Perai Selatan,TMN SUNGAI DURI,5,1,True,1
Seberang Perai Selatan,TMN TAMBUN EMAS,14,16,True,1
Seberang Perai Selatan,TMN TAMBUN INDAH,14,40,True,1
Seberang Perai Selatan,TMN TAMBUN JAYA,14,16,True,1
Seberang Perai Selatan,TMN TANGLING,15,18,True,1
Seberang Perai Selatan,TMN TANGLING JAYA,15,10,True,1
Seberang Perai Selatan,TMN TASEK INDAH,15,9,True,1
Seberang Perai Selatan,TMN TASEK MAJU,2,1,True,1
Seberang Perai Selatan,TMN TEMPUA,15,11,True,1
Seberang Perai Selatan,TMN TEMPUA,9,7,False,2
Seberang Perai Selatan,TMN TIONG EMAS,15,5,True,1
Seberang Perai Selatan,TMN TRANSKRIAN,9,14,True,1
Seberang Perai Selatan,TMN VALDOR RIA,4,2,True,1
Seberang Perai Selatan,TMN VILLA INDAH,11,9,True,1
Seberang Perai Selatan,TMN WELLESLEY (SG. BAKAP),4,4,True,1
Seberang Perai Selatan,TMN WELLESLEY (SG. BAKAP),5,1,False,2
Seberang Perai Selatan,TMN WENG TEE,11,1,True,1
Seberang Perai Selatan,TMN WIDURI,6,101,True,1
Seberang Perai Selatan,VERTU RESORT,13,227,True,1
Seberang Perai Selatan,VILLA BEGONIA,15,31,True,1
Seberang Perai Selatan,VILLA TANJUNG PERMAI,13,9,True,1
Seberang Perai Selatan,VIVO EXECUTIVE APARTMENT,13,1,True,1
Seberang Perai Tengah,APARTMENT PERMATA,6,48,True,1
Seberang Perai Tengah,ASTON VILLA,Mukit Mertajam,8,True,1
Seberang Perai Tengah,ASTON VILLA,Bandar Bukit Mertajam,1,False,2
Seberang Perai Tengah,BANDAR BUKIT MERTAJAM,Mukit Mertajam,15,True,1
Seberang Perai Tengah,BANDAR BUKIT MERTAJAM,15,1,False,2
Seberang Perai Tengah,BANDAR BUKIT MERTAJAM,Bandar Bukit Mertajam,1,False,3
Seberang Perai Tengah,BANDAR MACANG BUBOK,16,60,True,1
Seberang Perai Tengah,BANDAR MACANG BUBOK,15,23,False,2
Seberang Perai Tengah,BANDAR PERAI JAYA,1,34,True,1
Seberang Perai Tengah,BANDAR PERDA  (PMTG ROTAN),6,70,True,1
Seberang Perai Tengah,BANDAR PERDA  (PMTG ROTAN),7,14,False,2
Seberang Perai Tengah,BANDAR SEBERANG JAYA,1,398,True,1
Seberang Perai Tengah,CARNATION VILLA,13,16,True,1
Seberang Perai Tengah,CASA AROWANA,4,1,True,1
Seberang Perai Tengah,CASA RESIDENSI,10,14,True,1
Seberang Perai Tengah,CHIP JOO ESTATE,11,2,True,1
Seberang Perai Tengah,DESA CEMARA,1,28,True,1
Seberang Perai Tengah,GARDEN RESIDENCY (TMN MACHANG BUBOK),15,16,True,1
Seberang Perai Tengah,GARDEN TERRACES @ TAMAN MACHANG BUBOK,16,6,True,1
Seberang Perai Tengah,HILL PARK RESIDENCE FASA II,15,2,True,1
Seberang Perai Tengah,HILL PARK RESIDENSI,15,36,True,1
Seberang Perai Tengah,JERNIH RESIDENSI,15,4,True,1
Seberang Perai Tengah,JLN KUBANG SEMANG,2,1,True,1
Seberang Perai Tengah,JLN KUBANG SEMANG,5,1,False,2
Seberang Perai Tengah,JURU VILLA,12,2,True,1
Seberang Perai Tengah,KAMPUNG BARU DOCK,11,1,True,1
Seberang Perai Tengah,KAMPUNG BARU PERMATANG TINGGI,14,3,True,1
Seberang Perai Tengah,KG PERTAMA,4,1,True,1
Seberang Perai Tengah,KOMPLEKS BM CITY,7,32,True,1
Seberang Perai Tengah,KONDO LEMBAH INDAH,14,2,True,1
Seberang Perai Tengah,KONDO LEMBAH INDAH (ROYALE INFINITY),14,38,True,1
Seberang Perai Tengah,KONDOMINIUM BERJAYA,15,9,True,1
Seberang Perai Tengah,KONDOMINIUM BUKIT INDAH,15,8,True,1
Seberang Perai Tengah,KONDOMINIUM EVOKE PAUH JAYA,6,81,True,1
Seberang Perai Tengah,KONDOMINIUM MUTIARA,6,119,True,1
Seberang Perai Tengah,KONDOMINIUM PRIMA INDAH,4,21,True,1
Seberang Perai Tengah,KONDOMINIUM SENTRAL (EXO RESIDENCES),11,9,True,1
Seberang Perai Tengah,KPG BARU ALMA,15,3,True,1
Seberang Perai Tengah,KPG BARU BERAPIT,9,14,True,1
Seberang Perai Tengah,KPG BARU JURU,13,4,True,1
Seberang Perai Tengah,KPG BARU MACANG BUBOK,16,4,True,1
Seberang Perai Tengah,KPG BARU PMTG TINGGI,14,1,True,1
Seberang Perai Tengah,KPG BARU SEBERANG JAYA,1,3,True,1
Seberang Perai Tengah,MENARA MAHKOTA IMPIAN,15,7,True,1
Seberang Perai Tengah,MENGKUANG HEIGHTS,18,2,True,1
Seberang Perai Tengah,OREN BM,10,34,True,1
Seberang Perai Tengah,PANGSAPURI ALAM PERMAI,14,23,True,1
Seberang Perai Tengah,PANGSAPURI ALMA RIA,15,3,True,1
Seberang Perai Tengah,PANGSAPURI BETIK JAYA (WOODSLAND PARK),10,16,True,1
Seberang Perai Tengah,PANGSAPURI BETIK MANIS(79 RESIDENCES),10,21,True,1
Seberang Perai Tengah,PANGSAPURI BUKIT MINYAK PERMAI,14,17,True,1
Seberang Perai Tengah,PANGSAPURI CASA PRIMA,6,36,True,1
Seberang Perai Tengah,PANGSAPURI DELIMA EMAS,13,27,True,1
Seberang Perai Tengah,PANGSAPURI DESA PALMA,15,10,True,1
Seberang Perai Tengah,PANGSAPURI DUTA EMAS,Mukit Mertajam,10,True,1
Seberang Perai Tengah,PANGSAPURI IDAMAN,6,21,True,1
Seberang Perai Tengah,PANGSAPURI KELISA,1,8,True,1
Seberang Perai Tengah,PANGSAPURI KELISA JAYA RESIDENCE,4,1,True,1
Seberang Perai Tengah,PANGSAPURI KELISA RESIDENSI-SPT MK 4,4,17,True,1
Seberang Perai Tengah,PANGSAPURI LAGUNA INDAH (MED. LOW COST),1,6,True,1
Seberang Perai Tengah,PANGSAPURI LEMBAH PERMAI,10,1,True,1
Seberang Perai Tengah,PANGSAPURI PALMA LAGUNA,1,55,True,1
Seberang Perai Tengah,PANGSAPURI PESONA,6,45,True,1
Seberang Perai Tengah,PANGSAPURI PINANG LAGUNA,1,35,True,1
Seberang Perai Tengah,PANGSAPURI PINGGIRAN MACHANG BUBOK 1,15,99,True,1
Seberang Perai Tengah,PANGSAPURI RESIDENSI (BM RESIDENCE),10,8,True,1
Seberang Perai Tengah,PANGSAPURI SERI JAYA,15,9,True,1
Seberang Perai Tengah,PANGSAPURI SERI JURU,13,4,True,1
Seberang Perai Tengah,PANGSAPURI SUTERA,1,31,True,1
Seberang Perai Tengah,PANGSAPURI WAKAF MUHAMMAD HASHIM,1,2,True,1
Seberang Perai Tengah,PECAHAN LOT 2067,16,1,True,1
Seberang Perai Tengah,PECAHAN LOT 612(KG TERSUSUN JURU),13,2,True,1
Seberang Perai Tengah,PECAHAN LOT 796,4,2,True,1
Seberang Perai Tengah,PRAI PERDANA,Perai,6,True,1
Seberang Perai Tengah,QUATTRO REGENCY,10,10,True,1
Seberang Perai Tengah,RESIDENSI ASAS MURNI,14,3,True,1
Seberang Perai Tengah,RESIDENSI BUKIT KECIL,10,16,True,1
Seberang Perai Tengah,RESIDENSI HARMONY,Mukit Mertajam,6,True,1
Seberang Perai Tengah,RESIDENSI PALMA,14,10,True,1
Seberang Perai Tengah,RESIDENSI PAUH PERMAI,4,2,True,1
Seberang Perai Tengah,RESIDENSI PERMAI,14,25,True,1
Seberang Perai Tengah,RESIDENSI SEJATI,11,16,True,1
Seberang Perai Tengah,RESIDENSI SERI PAUH,6,5,True,1
Seberang Perai Tengah,RESIDENSI SKY,15,9,True,1
Seberang Perai Tengah,RIVER TROPICS,Perai,14,True,1
Seberang Perai Tengah,RUMAH MURAH BERAPIT,17,1,True,1
Seberang Perai Tengah,RUMAH MURAH PENANTI,20,2,True,1
Seberang Perai Tengah,RUMAH PANGSA HARMONI,Mukit Mertajam,9,True,1
Seberang Perai Tengah,RUMAH PANGSA HARMONI,Bandar Bukit Mertajam,1,False,2
Seberang Perai Tengah,RUMAH PANGSA JURU SETIA,12,10,True,1
Seberang Perai Tengah,RUMAH PANGSA MACHANG PERDANA,15,2,True,1
Seberang Perai Tengah,RUMAH PANGSA SERI SEJAHTERA,15,10,True,1
Seberang Perai Tengah,RUMAH PANGSA TAMAN PERMATANG BATU,6,4,True,1
Seberang Perai Tengah,RUMAH PANGSA TROPIKA,15,4,True,1
Seberang Perai Tengah,SANCTUARY SURIA,14,9,True,1
Seberang Perai Tengah,SCIENTEX SUNGAI DUA,12,2,True,1
Seberang Perai Tengah,SEBERANG JAYA,1,7,True,1
Seberang Perai Tengah,SENTOSA RESIDENCE,Mukit Mertajam,5,True,1
Seberang Perai Tengah,SUNWAY WELLESLEY 2,Mukit Mertajam,26,True,1
Seberang Perai Tengah,SUNWAY WELLESLEY 2,Bandar Bukit Mertajam,1,False,2
Seberang Perai Tengah,TAMAN AMAN PERMAI,14,7,True,1
Seberang Perai Tengah,TAMAN ARA INDAH,3,9,True,1
Seberang Perai Tengah,TAMAN ASTON BARAT,Mukit Mertajam,2,True,1
Seberang Perai Tengah,TAMAN ASTON BARAT,Bandar Bukit Mertajam,1,False,2
Seberang Perai Tengah,TAMAN ASTON TIMUR,Mukit Mertajam,10,True,1
Seberang Perai Tengah,TAMAN BAYU MUTIARA,11,62,True,1
Seberang Perai Tengah,TAMAN BERAPIT,9,3,True,1
Seberang Perai Tengah,TAMAN BERJAYA SETIA,15,5,True,1
Seberang Perai Tengah,TAMAN BETIK MANIS,10,2,True,1
Seberang Perai Tengah,TAMAN BUKIT JURU,12,74,True,1
Seberang Perai Tengah,TAMAN BUKIT MAS (BELMONT RESIDENCES),Mukit Mertajam,5,True,1
Seberang Perai Tengah,TAMAN BUKIT MERTAJAM INDAH,17,9,True,1
Seberang Perai Tengah,TAMAN BUKIT MINYAK,13,1,True,1
Seberang Perai Tengah,TAMAN BUKIT MINYAK INDAH,13,9,True,1
Seberang Perai Tengah,TAMAN BUKIT MINYAK PERMAI,14,11,True,1
Seberang Perai Tengah,TAMAN BUKIT MINYAK UTAMA,14,37,True,1
Seberang Perai Tengah,TAMAN BUKIT PERMATA,10,10,True,1
Seberang Perai Tengah,TAMAN CAMELLIA,7,26,True,1
Seberang Perai Tengah,TAMAN CASA IDAMAN,7,1,True,1
Seberang Perai Tengah,TAMAN CENDANA,12,23,True,1
Seberang Perai Tengah,TAMAN CENDANA INDAH,12,10,True,1
Seberang Perai Tengah,TAMAN CENDANA PERMAI,12,6,True,1
Seberang Perai Tengah,TAMAN DAMAI HARMONI,10,2,True,1
Seberang Perai Tengah,TAMAN DAYA MAJU,15,11,True,1
Seberang Perai Tengah,TAMAN DELIMA JATI,13,2,True,1
Seberang Perai Tengah,TAMAN DESA CAHAYA,15,6,True,1
Seberang Perai Tengah,TAMAN DESA IMPIAN,15,36,True,1
Seberang Perai Tengah,TAMAN DESA IMPIAN,14,17,False,2
Seberang Perai Tengah,TAMAN DESA IMPIAN 2 (FASA 1),14,3,True,1
Seberang Perai Tengah,TAMAN DESA IMPIAN 2 (FASA 2),15,64,True,1
Seberang Perai Tengah,TAMAN DESA JURU,13,6,True,1
Seberang Perai Tengah,TAMAN DESA JURU INDAH,12,3,True,1
Seberang Perai Tengah,TAMAN DESA TITI PANJANG,14,7,True,1
Seberang Perai Tengah,TAMAN DUKU,13,4,True,1
Seberang Perai Tengah,TAMAN DUTA EMAS,Mukit Mertajam,1,True,1
Seberang Perai Tengah,TAMAN GEMILANG INDAH,11,2,True,1
Seberang Perai Tengah,TAMAN GEMILANG JAYA,11,6,True,1
Seberang Perai Tengah,TAMAN GUAR PERAHU,20,13,True,1
Seberang Perai Tengah,TAMAN GUAR PERAHU INDAH,20,11,True,1
Seberang Perai Tengah,TAMAN HIJAUAN JERNIH,15,1,True,1
Seberang Perai Tengah,TAMAN IMPIAN INDAH,14,92,True,1
Seberang Perai Tengah,TAMAN INDERAWASIH,Perai,55,True,1
Seberang Perai Tengah,TAMAN INDERAWASIH,Bandar Prai,3,False,2
Seberang Perai Tengah,TAMAN JADI INDAH,16,8,True,1
Seberang Perai Tengah,TAMAN JALUR IMPIAN,15,3,True,1
Seberang Perai Tengah,TAMAN JAMBU MADU,11,4,True,1
Seberang Perai Tengah,TAMAN JASA,15,4,True,1
Seberang Perai Tengah,TAMAN JASA INDAH (JESSELTON HILL),15,9,True,1
